name,price,location,posted_date,image_name,img_link,description,price_type
باب غرفه زان مستعمل للبيع,"EGP 1,600","Asafra, Alexandria",21 hours ago,باب غرفه زان مستعمل للبيع.jpg,https://images.dubizzle.com.eg/thumbnails/132570838-400x300.jpeg,"باب غرفه زان مستعمل للبيع. السعر: جنيه مصري 1600. الموقع: Asafra, Alexandria. مستعمل تم النشر منذ 21 ساعةs مضت.",Fixed
كنبه فيها سحاره و ٤ بف,"EGP 6,000","Shubra, Cairo",21 hours ago,كنبه فيها سحاره و ٤ بف.jpg,https://images.dubizzle.com.eg/thumbnails/135047986-400x300.jpeg,"كنبه فيها سحاره و ٤ بف. السعر: جنيه مصري 6000. الموقع: Shubra, Cairo.  تم النشر منذ 21 ساعةs مضت.",Negotiable
سرير بدورين عمولة كونتر جوود ووود ويوجد فيه درج لسرير ثالث,"EGP 23,000","Al Wahat Road, 6th of October",21 hours ago,سرير بدورين عمولة كونتر جوود ووود ويوجد فيه درج لسرير ثالث.jpg,https://images.dubizzle.com.eg/thumbnails/130710016-400x300.jpeg,"سرير بدورين عمولة كونتر جوود ووود ويوجد فيه درج لسرير ثالث. السعر: جنيه مصري 23000. الموقع: Al Wahat Road, 6th of October.  تم النشر منذ 21 ساعةs مضت.",Fixed
صالون مدهب,"EGP 2,500","Al Manial, Cairo",21 hours ago,صالون مدهب.jpg,https://images.dubizzle.com.eg/thumbnails/137243948-400x300.jpeg,"صالون مدهب. السعر: جنيه مصري 2500. الموقع: Al Manial, Cairo.  تم النشر منذ 21 ساعةs مضت.",Fixed
كرسي هزاز زان كالجديد,"EGP 2,500","Nasr City, Cairo",21 hours ago,كرسي هزاز زان كالجديد.jpg,https://images.dubizzle.com.eg/thumbnails/82812443-400x300.jpeg,"كرسي هزاز زان كالجديد. السعر: جنيه مصري 2500. الموقع: Nasr City, Cairo. جديد تم النشر منذ 21 ساعةs مضت.",Negotiable
غرفة نوم,"EGP 2,500","Al Hadaba Al Wosta, Mokattam",21 hours ago,غرفة نوم.jpg,https://images.dubizzle.com.eg/thumbnails/128213837-400x300.jpeg,"غرفة نوم. السعر: جنيه مصري 2500. الموقع: Al Hadaba Al Wosta, Mokattam.  تم النشر منذ 21 ساعةs مضت.",Negotiable
سفره استعمال خفيف,"EGP 28,000","New Maadi, Maadi",22 hours ago,سفره استعمال خفيف.jpg,https://images.dubizzle.com.eg/thumbnails/137243767-400x300.jpeg,"سفره استعمال خفيف. السعر: جنيه مصري 28000. الموقع: New Maadi, Maadi.  تم النشر منذ 22 ساعةs مضت.",Fixed
حدايق اكتوبر,"EGP 25,000","Bedaya, Hadayek October",22 hours ago,حدايق اكتوبر.jpg,https://images.dubizzle.com.eg/thumbnails/137243761-400x300.jpeg,"حدايق اكتوبر. السعر: جنيه مصري 25000. الموقع: Bedaya, Hadayek October.  تم النشر منذ 22 ساعةs مضت.",Negotiable
مرايات,"EGP 4,000","Badr City, Cairo",22 hours ago,مرايات.jpg,https://images.dubizzle.com.eg/thumbnails/136402184-400x300.jpeg,"مرايات. السعر: جنيه مصري 4000. الموقع: Badr City, Cairo.  تم النشر منذ 22 ساعةs مضت.",Fixed
سفرة مستعملة,"EGP 4,000","Nasr City, Cairo",21 hours ago,سفرة مستعملة.jpg,https://images.dubizzle.com.eg/thumbnails/131482584-400x300.jpeg,"سفرة مستعملة. السعر: جنيه مصري 4000. الموقع: Nasr City, Cairo. مستعمل تم النشر منذ 21 ساعةs مضت.",Fixed
غرفة سفرة كاملة,"EGP 4,000","Haram, Giza",22 hours ago,غرفة سفرة كاملة.jpg,https://images.dubizzle.com.eg/thumbnails/130223472-400x300.jpeg,"غرفة سفرة كاملة. السعر: جنيه مصري 4000. الموقع: Haram, Giza.  تم النشر منذ 22 ساعةs مضت.",Negotiable
ترابيزه لبيع,"EGP 1,800","Shorouk City, Cairo",22 hours ago,ترابيزه لبيع.jpg,https://images.dubizzle.com.eg/thumbnails/98800060-400x300.jpeg,"ترابيزه لبيع. السعر: جنيه مصري 1800. الموقع: Shorouk City, Cairo.  تم النشر منذ 22 ساعةs مضت.",Fixed
شوفونيره خشب زان,"EGP 1,500","Zagazig, Sharqia",22 hours ago,شوفونيره خشب زان.jpg,https://images.dubizzle.com.eg/thumbnails/137243730-400x300.jpeg,"شوفونيره خشب زان. السعر: جنيه مصري 1500. الموقع: Zagazig, Sharqia. مصنوع من الخشب تم النشر منذ 22 ساعةs مضت.",Fixed
سفره خشب زان احمر عموله للبيع بحاله جيده,"EGP 9,000","Haram, Giza",22 hours ago,سفره خشب زان احمر عموله للبيع بحاله جيده.jpg,https://images.dubizzle.com.eg/thumbnails/131329998-400x300.jpeg,"سفره خشب زان احمر عموله للبيع بحاله جيده. السعر: جنيه مصري 9000. الموقع: Haram, Giza. مصنوع من الخشب تم النشر منذ 22 ساعةs مضت.",Negotiable
سرير حديد 120سم سرير خشب زان 120سم,"EGP 7,000","GCV, Obour City",22 hours ago,سرير حديد 120سم سرير خشب زان 120سم.jpg,https://images.dubizzle.com.eg/thumbnails/137243637-400x300.jpeg,"سرير حديد 120سم سرير خشب زان 120سم. السعر: جنيه مصري 7000. الموقع: GCV, Obour City. مصنوع من الخشب تم النشر منذ 22 ساعةs مضت.",Fixed
سفره مكونه من ست كراسي وترابيزه,"EGP 3,500","Shubra al-Khaimah, Qalyubia",22 hours ago,سفره مكونه من ست كراسي وترابيزه.jpg,https://images.dubizzle.com.eg/thumbnails/137169321-400x300.jpeg,"سفره مكونه من ست كراسي وترابيزه. السعر: جنيه مصري 3500. الموقع: Shubra al-Khaimah, Qalyubia.  تم النشر منذ 22 ساعةs مضت.",Negotiable
كونسول،جزامه،طرابيزة تلفزيون,"EGP 5,200","Faisal, Giza",22 hours ago,كونسول،جزامه،طرابيزة تلفزيون.jpg,https://images.dubizzle.com.eg/thumbnails/137243471-400x300.jpeg,"كونسول،جزامه،طرابيزة تلفزيون. السعر: جنيه مصري 5200. الموقع: Faisal, Giza.  تم النشر منذ 22 ساعةs مضت.",Fixed
بيع مستعمل,"EGP 6,500","GCV, Obour City",22 hours ago,بيع مستعمل.jpg,https://images.dubizzle.com.eg/thumbnails/137243442-400x300.jpeg,"بيع مستعمل. السعر: جنيه مصري 6500. الموقع: GCV, Obour City. مستعمل تم النشر منذ 22 ساعةs مضت.",Fixed
اباجورة نحاس استايل راقي,"EGP 1,800","Maamoura, Alexandria",22 hours ago,اباجورة نحاس استايل راقي.jpg,https://images.dubizzle.com.eg/thumbnails/130642409-400x300.jpeg,"اباجورة نحاس استايل راقي. السعر: جنيه مصري 1800. الموقع: Maamoura, Alexandria.  تم النشر منذ 22 ساعةs مضت.",Fixed
ستائر استعمال شهر نضيفةجداا جاهزة عالتعليق سبب البيع او البدل النقل,EGP 300,"Maamoura, Alexandria",22 hours ago,ستائر استعمال شهر نضيفةجداا جاهزة عالتعليق سبب البيع او البدل النقل.jpg,https://images.dubizzle.com.eg/thumbnails/75186700-400x300.jpeg,"ستائر استعمال شهر نضيفةجداا جاهزة عالتعليق سبب البيع او البدل النقل. السعر: جنيه مصري 300. الموقع: Maamoura, Alexandria.  تم النشر منذ 22 ساعةs مضت.",Fixed
صالون كانيه كوربيه حفر يدوي بالكامل انتيك,"EGP 22,000","Nasr City, Cairo",22 hours ago,صالون كانيه كوربيه حفر يدوي بالكامل انتيك.jpg,https://images.dubizzle.com.eg/thumbnails/137243397-400x300.jpeg,"صالون كانيه كوربيه حفر يدوي بالكامل انتيك. السعر: جنيه مصري 22000. الموقع: Nasr City, Cairo.  تم النشر منذ 22 ساعةs مضت.",Negotiable
للبيع تربيزة مكواة,EGP 600,"Nasr City, Cairo",22 hours ago,للبيع تربيزة مكواة.jpg,https://images.dubizzle.com.eg/thumbnails/135037068-400x300.jpeg,"للبيع تربيزة مكواة. السعر: جنيه مصري 600. الموقع: Nasr City, Cairo.  تم النشر منذ 22 ساعةs مضت.",Fixed
صالون ماركة استقبال,"EGP 32,000","Haram, Giza",22 hours ago,صالون ماركة استقبال.jpg,https://images.dubizzle.com.eg/thumbnails/132674275-400x300.jpeg,"صالون ماركة استقبال. السعر: جنيه مصري 32000. الموقع: Haram, Giza.  تم النشر منذ 22 ساعةs مضت.",Negotiable
سجاده شاج,"EGP 2,500","Nasr City, Cairo",22 hours ago,سجاده شاج.jpg,https://images.dubizzle.com.eg/thumbnails/133734873-400x300.jpeg,"سجاده شاج. السعر: جنيه مصري 2500. الموقع: Nasr City, Cairo.  تم النشر منذ 22 ساعةs مضت.",Fixed
سجاده شاج,"EGP 2,500","Nasr City, Cairo",22 hours ago,سجاده شاج.jpg,https://images.dubizzle.com.eg/thumbnails/133734818-400x300.jpeg,"سجاده شاج. السعر: جنيه مصري 2500. الموقع: Nasr City, Cairo.  تم النشر منذ 22 ساعةs مضت.",Fixed
سرير 120 سم  ،،، بالملال والمرتبة ،، حالة نظيفة,"EGP 2,500","Gesr Al Suez, Cairo",22 hours ago,سرير 120 سم  ،،، بالملال والمرتبة ،، حالة نظيفة.jpg,https://images.dubizzle.com.eg/thumbnails/137243174-400x300.jpeg,"سرير 120 سم  ،،، بالملال والمرتبة ،، حالة نظيفة. السعر: جنيه مصري 2500. الموقع: Gesr Al Suez, Cairo.  تم النشر منذ 22 ساعةs مضت.",Fixed
مرتبه يانسن ١٦٠ سم,"EGP 3,800","Next Point, Mokattam",22 hours ago,مرتبه يانسن ١٦٠ سم.jpg,https://images.dubizzle.com.eg/thumbnails/133312754-400x300.jpeg,"مرتبه يانسن ١٦٠ سم. السعر: جنيه مصري 3800. الموقع: Next Point, Mokattam.  تم النشر منذ 22 ساعةs مضت.",Negotiable
ابواب وشبابيك خشب موسكي محمل,"EGP 13,500","Al Hadaba Al Olya, Mokattam",22 hours ago,ابواب وشبابيك خشب موسكي محمل.jpg,https://images.dubizzle.com.eg/thumbnails/137243044-400x300.jpeg,"ابواب وشبابيك خشب موسكي محمل. السعر: جنيه مصري 13500. الموقع: Al Hadaba Al Olya, Mokattam. مصنوع من الخشب تم النشر منذ 22 ساعةs مضت.",Negotiable
غرفة نوم انتيك عمولة خشب زان احمر,"EGP 14,000","Faisal, Giza",22 hours ago,غرفة نوم انتيك عمولة خشب زان احمر.jpg,https://images.dubizzle.com.eg/thumbnails/131324882-400x300.jpeg,"غرفة نوم انتيك عمولة خشب زان احمر. السعر: جنيه مصري 14000. الموقع: Faisal, Giza. مصنوع من الخشب تم النشر منذ 22 ساعةs مضت.",Fixed
ستائر,EGP 350,"Obour City, Cairo",22 hours ago,ستائر.jpg,https://images.dubizzle.com.eg/thumbnails/135041347-400x300.jpeg,"ستائر. السعر: جنيه مصري 350. الموقع: Obour City, Cairo.  تم النشر منذ 22 ساعةs مضت.",Fixed
ترابيزه سفره وكراسي,"EGP 2,500","Ain Shams, Cairo",22 hours ago,ترابيزه سفره وكراسي.jpg,https://images.dubizzle.com.eg/thumbnails/134504861-400x300.jpeg,"ترابيزه سفره وكراسي. السعر: جنيه مصري 2500. الموقع: Ain Shams, Cairo.  تم النشر منذ 22 ساعةs مضت.",Negotiable
Marble chandelier,"EGP 2,300","El Mearag City, Zahraa Al Maadi",22 hours ago,Marble chandelier.jpg,https://images.dubizzle.com.eg/thumbnails/130537679-400x300.jpeg,"Marble chandelier. السعر: جنيه مصري 2300. الموقع: El Mearag City, Zahraa Al Maadi.  تم النشر منذ 22 ساعةs مضت.",Negotiable
انتريه عموله,"EGP 7,000","Salam City, Cairo",22 hours ago,انتريه عموله.jpg,https://images.dubizzle.com.eg/thumbnails/122185590-400x300.jpeg,"انتريه عموله. السعر: جنيه مصري 7000. الموقع: Salam City, Cairo.  تم النشر منذ 22 ساعةs مضت.",Fixed
نجف مودرن,EGP 700,"Obour City, Cairo",22 hours ago,نجف مودرن.jpg,https://images.dubizzle.com.eg/thumbnails/137242879-400x300.jpeg,"نجف مودرن. السعر: جنيه مصري 700. الموقع: Obour City, Cairo.  تم النشر منذ 22 ساعةs مضت.",Negotiable
شحر كريسماس ارتفاع70سم,EGP 230,"New Maadi, Maadi",22 hours ago,شحر كريسماس ارتفاع70سم.jpg,https://images.dubizzle.com.eg/thumbnails/131387104-400x300.jpeg,"شحر كريسماس ارتفاع70سم. السعر: جنيه مصري 230. الموقع: New Maadi, Maadi.  تم النشر منذ 22 ساعةs مضت.",Fixed
باب بلكونه للبيع,"EGP 2,000","6th of October, Giza",22 hours ago,باب بلكونه للبيع.jpg,https://images.dubizzle.com.eg/thumbnails/125835753-400x300.jpeg,"باب بلكونه للبيع. السعر: جنيه مصري 2000. الموقع: 6th of October, Giza.  تم النشر منذ 22 ساعةs مضت.",Fixed
شبابيك بحالة ممتازة جدا,"EGP 1,000","Berket al-Sabaa, Monufia",22 hours ago,شبابيك بحالة ممتازة جدا.jpg,https://images.dubizzle.com.eg/thumbnails/137241536-400x300.jpeg,"شبابيك بحالة ممتازة جدا. السعر: جنيه مصري 1000. الموقع: Berket al-Sabaa, Monufia.  تم النشر منذ 22 ساعةs مضت.",Negotiable
كمبوند كالما,"EGP 12,000","Hadayek 6th of October, Hadayek October",22 hours ago,كمبوند كالما.jpg,https://images.dubizzle.com.eg/thumbnails/134595386-400x300.jpeg,"كمبوند كالما. السعر: جنيه مصري 12000. الموقع: Hadayek 6th of October, Hadayek October.  تم النشر منذ 22 ساعةs مضت.",Negotiable
غرفه نوم,"EGP 28,000","Obour City, Cairo",22 hours ago,غرفه نوم.jpg,https://images.dubizzle.com.eg/thumbnails/129523220-400x300.jpeg,"غرفه نوم. السعر: جنيه مصري 28000. الموقع: Obour City, Cairo.  تم النشر منذ 22 ساعةs مضت.",Negotiable
اوكر ابواب داخلي ايطالي نحاس تقيل محمل- اكر,EGP 500,"Faisal, Giza",22 hours ago,اوكر ابواب داخلي ايطالي نحاس تقيل محمل- اكر.jpg,https://images.dubizzle.com.eg/thumbnails/126074967-400x300.jpeg,"اوكر ابواب داخلي ايطالي نحاس تقيل محمل- اكر. السعر: جنيه مصري 500. الموقع: Faisal, Giza.  تم النشر منذ 22 ساعةs مضت.",Fixed
سفرة و نيش خشب زان من دمياط,"EGP 25,000","3rd Settlement, New Cairo",22 hours ago,سفرة و نيش خشب زان من دمياط.jpg,https://images.dubizzle.com.eg/thumbnails/124966357-400x300.jpeg,"سفرة و نيش خشب زان من دمياط. السعر: جنيه مصري 25000. الموقع: 3rd Settlement, New Cairo. مصنوع من الخشب تم النشر منذ 22 ساعةs مضت.",Fixed
كاشبوه للزرع نحاس,"EGP 1,500","Sidi Beshr, Alexandria",22 hours ago,كاشبوه للزرع نحاس.jpg,https://images.dubizzle.com.eg/thumbnails/122280655-400x300.jpeg,"كاشبوه للزرع نحاس. السعر: جنيه مصري 1500. الموقع: Sidi Beshr, Alexandria.  تم النشر منذ 22 ساعةs مضت.",Negotiable
نيش للبيع حاله ممتازه,"EGP 3,000","Zahraa Al Maadi, Cairo",22 hours ago,نيش للبيع حاله ممتازه.jpg,https://images.dubizzle.com.eg/thumbnails/137242287-400x300.jpeg,"نيش للبيع حاله ممتازه. السعر: جنيه مصري 3000. الموقع: Zahraa Al Maadi, Cairo.  تم النشر منذ 22 ساعةs مضت.",Fixed
تاربيزه ب٣ رفووف,EGP 350,"Ezbet El Nakhl, Cairo",22 hours ago,تاربيزه ب٣ رفووف.jpg,https://images.dubizzle.com.eg/thumbnails/137012081-400x300.jpeg,"تاربيزه ب٣ رفووف. السعر: جنيه مصري 350. الموقع: Ezbet El Nakhl, Cairo.  تم النشر منذ 22 ساعةs مضت.",Negotiable
بانبو صاج للبيع,"EGP 2,000","Shubra, Cairo",22 hours ago,بانبو صاج للبيع.jpg,https://images.dubizzle.com.eg/thumbnails/94361096-400x300.jpeg,"بانبو صاج للبيع. السعر: جنيه مصري 2000. الموقع: Shubra, Cairo.  تم النشر منذ 22 ساعةs مضت.",Fixed
نيش سفره,"EGP 3,000","Matareya, Cairo",22 hours ago,نيش سفره.jpg,https://images.dubizzle.com.eg/thumbnails/135783679-400x300.jpeg,"نيش سفره. السعر: جنيه مصري 3000. الموقع: Matareya, Cairo.  تم النشر منذ 22 ساعةs مضت.",Fixed
مطبخ كامل,"EGP 1,300","Marg, Cairo",22 hours ago,مطبخ كامل.jpg,https://images.dubizzle.com.eg/thumbnails/132480200-400x300.jpeg,"مطبخ كامل. السعر: جنيه مصري 1300. الموقع: Marg, Cairo.  تم النشر منذ 22 ساعةs مضت.",Fixed
غرفه نوم,"EGP 8,500","Salam City, Cairo",22 hours ago,غرفه نوم.jpg,https://images.dubizzle.com.eg/thumbnails/135039714-400x300.jpeg,"غرفه نوم. السعر: جنيه مصري 8500. الموقع: Salam City, Cairo.  تم النشر منذ 22 ساعةs مضت.",Negotiable
كابينة حمام ايديال ديوارڤيت,"EGP 3,000","Al Ibrahimiyyah, Alexandria",22 hours ago,كابينة حمام ايديال ديوارڤيت.jpg,https://images.dubizzle.com.eg/thumbnails/117599967-400x300.jpeg,"كابينة حمام ايديال ديوارڤيت. السعر: جنيه مصري 3000. الموقع: Al Ibrahimiyyah, Alexandria.  تم النشر منذ 22 ساعةs مضت.",Fixed
دلايه,EGP 150,"Dar al-Salaam, Cairo",22 hours ago,دلايه.jpg,https://images.dubizzle.com.eg/thumbnails/39633939-400x300.jpeg,"دلايه. السعر: جنيه مصري 150. الموقع: Dar al-Salaam, Cairo.  تم النشر منذ 22 ساعةs مضت.",Fixed
صالون اوبيسون,"EGP 10,000","Al Rabwa Compound, 6th of October",22 hours ago,صالون اوبيسون.jpg,https://images.dubizzle.com.eg/thumbnails/137241719-400x300.jpeg,"صالون اوبيسون. السعر: جنيه مصري 10000. الموقع: Al Rabwa Compound, 6th of October.  تم النشر منذ 22 ساعةs مضت.",Fixed
lazy boy  - لازي بوي,"EGP 15,000","Mokattam, Cairo",22 hours ago,lazy boy  - لازي بوي.jpg,https://images.dubizzle.com.eg/thumbnails/137106233-400x300.jpeg,"lazy boy  - لازي بوي. السعر: جنيه مصري 15000. الموقع: Mokattam, Cairo.  تم النشر منذ 22 ساعةs مضت.",Negotiable
غرفه سفره وارد دمياط لعشاق التميز,"EGP 25,000","The Gate Plaza, Sheikh Zayed",22 hours ago,غرفه سفره وارد دمياط لعشاق التميز.jpg,https://images.dubizzle.com.eg/thumbnails/125968340-400x300.jpeg,"غرفه سفره وارد دمياط لعشاق التميز. السعر: جنيه مصري 25000. الموقع: The Gate Plaza, Sheikh Zayed.  تم النشر منذ 22 ساعةs مضت.",Negotiable
سلة دوارة ٣٦٠ درجة,"EGP 1,500","Maadi, Cairo",22 hours ago,سلة دوارة ٣٦٠ درجة.jpg,https://images.dubizzle.com.eg/thumbnails/84197579-400x300.jpeg,"سلة دوارة ٣٦٠ درجة. السعر: جنيه مصري 1500. الموقع: Maadi, Cairo.  تم النشر منذ 22 ساعةs مضت.",Fixed
انتريه و صالون,"EGP 17,000","Haram, Giza",22 hours ago,انتريه و صالون.jpg,https://images.dubizzle.com.eg/thumbnails/137241441-400x300.jpeg,"انتريه و صالون. السعر: جنيه مصري 17000. الموقع: Haram, Giza.  تم النشر منذ 22 ساعةs مضت.",Fixed
غرفه سفره كلاسيك كأنها جديده لم تستخدم,"EGP 60,000","Hadayek al-Ahram, Giza",22 hours ago,غرفه سفره كلاسيك كأنها جديده لم تستخدم.jpg,https://images.dubizzle.com.eg/thumbnails/133998599-400x300.jpeg,"غرفه سفره كلاسيك كأنها جديده لم تستخدم. السعر: جنيه مصري 60000. الموقع: Hadayek al-Ahram, Giza. جديد تم النشر منذ 22 ساعةs مضت.",Fixed
2 ترابيزة اباجوره,"EGP 1,500","Hadayek Helwan, Cairo",22 hours ago,2 ترابيزة اباجوره.jpg,https://images.dubizzle.com.eg/thumbnails/85521181-400x300.jpeg,"2 ترابيزة اباجوره. السعر: جنيه مصري 1500. الموقع: Hadayek Helwan, Cairo.  تم النشر منذ 22 ساعةs مضت.",Fixed
درابية مفرش سرير,"EGP 1,000","Sidi Beshr, Alexandria",22 hours ago,درابية مفرش سرير.jpg,https://images.dubizzle.com.eg/thumbnails/132738226-400x300.jpeg,"درابية مفرش سرير. السعر: جنيه مصري 1000. الموقع: Sidi Beshr, Alexandria.  تم النشر منذ 22 ساعةs مضت.",Negotiable
مفاتيح كهرباء اتوماتيك,EGP 35,"Agami, Alexandria",22 hours ago,مفاتيح كهرباء اتوماتيك.jpg,https://images.dubizzle.com.eg/thumbnails/58939972-400x300.jpeg,"مفاتيح كهرباء اتوماتيك. السعر: جنيه مصري 35. الموقع: Agami, Alexandria.  تم النشر منذ 22 ساعةs مضت.",Fixed
ابو يوسف,"EGP 3,000","Utopia, Hadayek October",22 hours ago,ابو يوسف.jpg,https://images.dubizzle.com.eg/thumbnails/137241300-400x300.jpeg,"ابو يوسف. السعر: جنيه مصري 3000. الموقع: Utopia, Hadayek October.  تم النشر منذ 22 ساعةs مضت.",Negotiable
غرفه نوم كامله,"EGP 8,000","Sadat, Monufia",23 hours ago,غرفه نوم كامله.jpg,https://images.dubizzle.com.eg/thumbnails/137241288-400x300.jpeg,"غرفه نوم كامله. السعر: جنيه مصري 8000. الموقع: Sadat, Monufia.  تم النشر منذ 23 ساعةs مضت.",Fixed
المنيا الجديده,EGP 96,"New Minya, Minya",23 hours ago,المنيا الجديده.jpg,https://images.dubizzle.com.eg/thumbnails/137241312-400x300.jpeg,"المنيا الجديده. السعر: جنيه مصري 96. الموقع: New Minya, Minya. جديد تم النشر منذ 23 ساعةs مضت.",Negotiable
ماكينة  تصوير وطباعه  زيروكس,"EGP 15,000","Heliopolis, Cairo",23 hours ago,ماكينة  تصوير وطباعه  زيروكس.jpg,https://images.dubizzle.com.eg/thumbnails/134840318-400x300.jpeg,"ماكينة  تصوير وطباعه  زيروكس. السعر: جنيه مصري 15000. الموقع: Heliopolis, Cairo.  تم النشر منذ 23 ساعةs مضت.",Fixed
للجادين فقط تابلوه رسم زيت  برواز خشب فخم طلاء ماء الذهب,EGP 700,"Helwan, Cairo",22 hours ago,للجادين فقط تابلوه رسم زيت  برواز خشب فخم طلاء ماء الذهب.jpg,https://images.dubizzle.com.eg/thumbnails/26789602-400x300.jpeg,"للجادين فقط تابلوه رسم زيت  برواز خشب فخم طلاء ماء الذهب. السعر: جنيه مصري 700. الموقع: Helwan, Cairo. مصنوع من الخشب تم النشر منذ 22 ساعةs مضت.",Negotiable
تابلوه راقى رسم يدوى  للسفرة,EGP 700,"Helwan, Cairo",23 hours ago,تابلوه راقى رسم يدوى  للسفرة.jpg,https://images.dubizzle.com.eg/thumbnails/26789132-400x300.jpeg,"تابلوه راقى رسم يدوى  للسفرة. السعر: جنيه مصري 700. الموقع: Helwan, Cairo.  تم النشر منذ 23 ساعةs مضت.",Negotiable
living room,"EGP 5,000","Mahalla al-Kobra, Gharbia",23 hours ago,living room.jpg,https://images.dubizzle.com.eg/thumbnails/137241259-400x300.jpeg,"living room. السعر: جنيه مصري 5000. الموقع: Mahalla al-Kobra, Gharbia.  تم النشر منذ 23 ساعةs مضت.",Fixed
الرحاب,"EGP 5,000","Rehab City Compound, New Cairo",23 hours ago,الرحاب.jpg,https://images.dubizzle.com.eg/thumbnails/137241250-400x300.jpeg,"الرحاب. السعر: جنيه مصري 5000. الموقع: Rehab City Compound, New Cairo.  تم النشر منذ 23 ساعةs مضت.",Negotiable
قلاية زيت بالكهرباء,EGP 600,"Helmeya al-Gadeda, Cairo",23 hours ago,قلاية زيت بالكهرباء.jpg,https://images.dubizzle.com.eg/thumbnails/136954748-400x300.jpeg,"قلاية زيت بالكهرباء. السعر: جنيه مصري 600. الموقع: Helmeya al-Gadeda, Cairo.  تم النشر منذ 23 ساعةs مضت.",Fixed
انتريه خشب زان بني,"EGP 8,000","Imbaba, Giza",23 hours ago,انتريه خشب زان بني.jpg,https://images.dubizzle.com.eg/thumbnails/135043518-400x300.jpeg,"انتريه خشب زان بني. السعر: جنيه مصري 8000. الموقع: Imbaba, Giza. مصنوع من الخشب تم النشر منذ 23 ساعةs مضت.",Fixed
مكتبه تلفزيون,"EGP 2,000","Hadayek al-Kobba, Cairo",23 hours ago,مكتبه تلفزيون.jpg,https://images.dubizzle.com.eg/thumbnails/137241073-400x300.jpeg,"مكتبه تلفزيون. السعر: جنيه مصري 2000. الموقع: Hadayek al-Kobba, Cairo.  تم النشر منذ 23 ساعةs مضت.",Fixed
crystal bohemian,"EGP 7,000","5th Settlement, New Cairo",23 hours ago,crystal bohemian.jpg,https://images.dubizzle.com.eg/thumbnails/137241010-400x300.jpeg,"crystal bohemian. السعر: جنيه مصري 7000. الموقع: 5th Settlement, New Cairo.  تم النشر منذ 23 ساعةs مضت.",Fixed
صالون استعمال بسيط جدا,"EGP 25,000","Attaka, Suez",23 hours ago,صالون استعمال بسيط جدا.jpg,https://images.dubizzle.com.eg/thumbnails/137240976-400x300.jpeg,"صالون استعمال بسيط جدا. السعر: جنيه مصري 25000. الموقع: Attaka, Suez.  تم النشر منذ 23 ساعةs مضت.",Fixed
تربيزة سفره ونيش,"EGP 10,000","Moneeb, Giza",23 hours ago,تربيزة سفره ونيش.jpg,https://images.dubizzle.com.eg/thumbnails/137240924-400x300.jpeg,"تربيزة سفره ونيش. السعر: جنيه مصري 10000. الموقع: Moneeb, Giza.  تم النشر منذ 23 ساعةs مضت.",Negotiable
المنيل - مصر القديمة,EGP 500,"Al Manial, Cairo",23 hours ago,المنيل - مصر القديمة.jpg,https://images.dubizzle.com.eg/thumbnails/137240923-400x300.jpeg,"المنيل - مصر القديمة. السعر: جنيه مصري 500. الموقع: Al Manial, Cairo.  تم النشر منذ 23 ساعةs مضت.",Negotiable
نجفة نحاس,"EGP 4,500","Attarin, Alexandria",23 hours ago,نجفة نحاس.jpg,https://images.dubizzle.com.eg/thumbnails/121321244-400x300.jpeg,"نجفة نحاس. السعر: جنيه مصري 4500. الموقع: Attarin, Alexandria.  تم النشر منذ 23 ساعةs مضت.",Fixed
كراسي بلاستيك,EGP 600,"Helwan, Cairo",23 hours ago,كراسي بلاستيك.jpg,https://images.dubizzle.com.eg/thumbnails/137239521-400x300.jpeg,"كراسي بلاستيك. السعر: جنيه مصري 600. الموقع: Helwan, Cairo.  تم النشر منذ 23 ساعةs مضت.",Fixed
صالون خشب زان,"EGP 7,000","Mohandessin, Giza",23 hours ago,صالون خشب زان.jpg,https://images.dubizzle.com.eg/thumbnails/32609410-400x300.jpeg,"صالون خشب زان. السعر: جنيه مصري 7000. الموقع: Mohandessin, Giza. مصنوع من الخشب تم النشر منذ 23 ساعةs مضت.",Fixed
كومودينو مقاس 50×68,"EGP 1,000","Helwan, Cairo",23 hours ago,كومودينو مقاس 50×68.jpg,https://images.dubizzle.com.eg/thumbnails/137240451-400x300.jpeg,"كومودينو مقاس 50×68. السعر: جنيه مصري 1000. الموقع: Helwan, Cairo.  تم النشر منذ 23 ساعةs مضت.",Negotiable
شبرا الخيمه,"EGP 3,000","Shubra al-Khaimah, Qalyubia",23 hours ago,شبرا الخيمه.jpg,https://images.dubizzle.com.eg/thumbnails/137240436-400x300.jpeg,"شبرا الخيمه. السعر: جنيه مصري 3000. الموقع: Shubra al-Khaimah, Qalyubia.  تم النشر منذ 23 ساعةs مضت.",Negotiable
بيع بهدف التجديد,"EGP 1,500","Boulaq Dakrour, Giza",23 hours ago,بيع بهدف التجديد.jpg,https://images.dubizzle.com.eg/thumbnails/137240420-400x300.jpeg,"بيع بهدف التجديد. السعر: جنيه مصري 1500. الموقع: Boulaq Dakrour, Giza. جديد تم النشر منذ 23 ساعةs مضت.",Fixed
